date,value
2023-01-01,-1.7304625070579767
2023-01-02,-1.6670997955127367
2023-01-03,-1.7938252186032166
2023-01-04,-1.5650154269120717
2023-01-05,-1.6142975358917033
2023-01-06,-1.4981325647254298
2023-01-07,-1.417169099973178
2023-01-08,-1.5298139204980497
2023-01-09,-1.4488504557457984
2023-01-10,-1.3502862377865361
2023-01-11,-1.3714071416349494
2023-01-12,-1.2834033755998937
2023-01-13,-1.1918794589234358
2023-01-14,-1.3115645807311114
2023-01-15,-1.2235608146960557
2023-01-16,-1.1285167473781959
2023-01-17,-1.1777988563578268
2023-01-18,-1.0616338851915534
2023-01-19,-0.9982711736463135
2023-01-20,-1.0827547890399665
2023-01-21,-1.0193920774947265
2023-01-22,-0.9243480101768663
2023-01-23,-0.9701099685150957
2023-01-24,-0.8469046960660177
2023-01-25,-0.7694613819551686
2023-01-26,-0.8715457505558329
2023-01-27,-0.8152233402933975
2023-01-28,-0.7201792729755377
2023-01-29,-0.748340478106755
2023-01-30,-0.6321755069404821
2023-01-31,-0.6849777665615154
2023-02-01,-0.5688127953952415
2023-02-02,-0.4878493306429899
2023-02-03,-0.5899336992436547
2023-02-04,-0.5300911383398172
2023-02-05,-0.4350470710219565
2023-02-06,-0.47728887871878384
2023-02-07,-0.3611239075525099
2023-02-08,-0.2977611960072704
2023-02-09,-0.39280526332513016
2023-02-10,-0.3118417985728785
2023-02-11,-0.21679773125501878
2023-02-12,-0.2590395389518451
2023-02-13,-0.13935441714417016
2023-02-14,-0.06191110303332056
2023-02-15,-0.16047532099258333
2023-02-16,-0.10063276008874486
2023-02-17,-0.002068542129483088
2023-02-18,-0.05135065110911447
2023-02-19,0.06481432005715944
2023-02-20,0.14577778480941106
2023-02-21,0.04369341620874627
2023-02-22,0.10705612775398576
2023-02-23,0.2021001950718465
2023-02-24,0.15633823673361716
2023-02-25,0.2795435091826951
2023-02-26,0.3393860700865336
2023-02-27,0.2513823040514779
2023-02-28,0.3112248649553154
2023-03-01,0.4062689322731751
2023-03-02,0.3781077271419579
2023-03-03,0.4942726983082308
2023-03-04,0.5717160124190804
2023-03-05,0.47315179445981764
2023-03-06,0.5329943553636561
2023-03-07,0.6280384226815159
2023-03-08,0.5857966149846895
2023-03-09,0.7019615861509624
2023-03-10,0.7794049002618121
2023-03-11,0.6878809835853533
2023-03-12,0.7477235444891918
2023-03-13,0.8462877624484536
2023-03-14,0.8040459547516272
2023-03-15,0.9202109259179011
2023-03-16,1.0011743906701518
2023-03-17,0.906130323352292
2023-03-18,0.9694930348975316
2023-03-19,1.0645371022153922
2023-03-20,1.0187751438771628
2023-03-21,1.1349401150434368
2023-03-22,1.2159035797956874
2023-03-23,1.1208595124778278
2023-03-24,1.1842222240230682
2023-03-25,1.279266291340928
2023-03-26,1.2370244836441016
2023-03-27,1.3531894548103744
2023-03-28,1.4341529195626261
2023-03-29,1.3391088522447654
2023-03-30,1.402471563790006
2023-03-31,1.5010357817492688
2023-04-01,1.4587939740524414
2023-04-02,1.5749589452187154
2023-04-03,1.655922409970966
2023-04-04,1.560878342653106
2023-04-05,1.6242410541983467
2023-04-06,1.7192851215162064
2023-04-07,1.67704331381938
